archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,engrEpi,engrGrade,engrRat,etcPurps,fmlyCnt,gnBldCert,gnBldGrade,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainBldCnt,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newOldRegstrGbCd,newOldRegstrGbCdNm,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rnum,sigunguCd,splotNm,stcnsDay,totArea,totPkngCnt,useAprDay,vlRat,vlRatEstmTotArea
328.7,0,0,50.1,10200,석경트라움,,0525,2,20210910,0,,0,단지형 다세대주택,0,0,,24,0,312.35,10,0,0,0,,0004,,2,02000,공동주택,11470-100207305,10201,12.0,114704142186,1.0,0,1,신대장,서울특별시 양천구 목동중앙북로18길 12-1,229.74,8,0,0,656.13,0,서울특별시 양천구 목동 525-4번지,20130614,1101,신축허가,3140160,건축과,2013,2,집합,1,총괄표제부,66,11470,,20130701,1308.68,18,20140207,199.45,1308.68
278.79,0,0,59.63,10200,,,0525,0,20160427,0,,0,도시형생활주택(다세대주택),0,0,,24,0,0,9,0,0,0,,0007,,2,02000,공동주택,11470-100218025,,0.0,,0.0,0,1,신대장,,0,5,0,0,467.5,0,서울특별시 양천구 목동 525-7번지,20150801,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,67,11470,,20150824,1264.96,14,20160425,195.22,912.67
115.32,0,0,0,10200,,,0525,0,20120821,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0017,,2,01000,단독주택,11470-308,,0.0,,0.0,0,1,신대장,,0,0,0,0,0,0,서울특별시 양천구 목동 525-17번지,,,,,,,1,일반,1,총괄표제부,68,11470,,,230.64,0,,0,115.32
386.76,0,0,0,10200,,,0528,0,20111021,0,,0,다세대주택,0,0,,12,0,0,0,0,0,0,,0019,,2,02000,공동주택,11470-94,10201,16.0,114704142183,0.0,0,1,신대장,서울특별시 양천구 목동중앙북로14길 16,0,0,0,0,0,0,서울특별시 양천구 목동 528-19번지,19930531,,,,,,2,집합,1,총괄표제부,69,11470,,,919.3,0,19950929,0,735.37
272.2,0,0,58.92,10200,주원베르빌,,0529,1,20150527,0,,0,도시형생활주택(단지형다세대),0,0,,25,0,81.2,7,0,0,0,,0001,,2,02000,공동주택,11470-100213456,,0.0,,0.0,0,1,신대장,,69,6,0,0,462,0,서울특별시 양천구 목동 529-1번지,20141218,1101,신축허가,3140176,건축과,2014,2,집합,1,총괄표제부,70,11470,,20141220,913.12,13,20150522,197.65,913.12
344.54,0,0,52.52,10200,누리애빌,,0530,1,20171205,0,,0,다세대주택 및 근린생활시설,0,0,,29,1,373.17,16,0,0,0,,0003,,2,02000,공동주택,11470-100224048,,0.0,,0.0,0,1,신대장,,282.83,4,0,0,656,0,서울특별시 양천구 목동 530-3번지,20160923,1101,신축허가,3140176,건축과,2016,2,집합,1,총괄표제부,71,11470,,20161001,1481.32,20,20170330,196.83,1291.22
197.38,0,0,49.15,10200,,,0533,0,20121012,0,,0,"주택, 근린생활시설",0,0,,0,0,0,0,0,0,0,,0010,,2,01000,단독주택,11470-100202427,,0.0,,0.0,0,0,구대장,,46,4,0,0,401.6,0,서울특별시 양천구 목동 533-10번지,,,,,,,1,일반,1,총괄표제부,72,11470,,,734.2,4,,0,0
628.79,0,0,57.78,10200,대명이튼캐슬2차,,0533,0,20160903,0,,0,도시형생활주택(단지형다세대주택) 및 제2종근린생활주택,0,0,,42,7,264.5,23,0,0,0,,0015,,3,02000,공동주택,11470-100214926,,0.0,,0.0,0,1,신대장,,138,12,0,0,1088.3,0,서울특별시 양천구 목동 533-15번지,20150114,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,73,11470,,20150116,2375.52,35,20151007,199.97,2176.22
568.53,0,0,53.19,10200,에비앙하우스,,0534,4,20171101,0,,0,공동주택(도시형생활주택-단지형다세대주택),0,0,,49,0,0,19,0,0,0,,0029,,3,02000,공동주택,11470-100216732,,0.0,,0.0,0,1,신대장,,0,16,0,0,1068.9,0,서울특별시 양천구 목동 534-29번지,20150708,2101,주택건설사업계획승인,3140176,건축과,2015,2,집합,1,총괄표제부,74,11470,,20150716,2045.04,35,20160128,184.7,1974.23
291.6,0,0,50.48,10200,목동숲아파트,,0537,4,20171205,0,,0,도시형생활주택(단지형다세대주택),0,0,,28,0,152.2,14,0,0,0,,0031,,2,02000,공동주택,11470-100225844,,0.0,,0.0,0,1,신대장,,0,0,0,0,577.7,0,서울특별시 양천구 목동 537-31번지,20161228,1101,신축허가,3140176,건축과,2016,2,집합,1,총괄표제부,75,11470,,20170123,1063.8,14,20170920,184.14,1063.8
957.54,10.53,1,19.79,10200,목동효성아파트,,0539,1,20220504,0,,0,아파트,0,0,,122,0,2653.23,104,0,0,0,,0004,,2,02000,공동주택,11470-417,10201,65.0,114704142190,0.0,0,1,신대장,서울특별시 양천구 목동중앙북로24길 65,724.5,62,0,0,4838.4,0,서울특별시 양천구 목동 539-4번지,19991113,,,,,,2,집합,1,총괄표제부,76,11470,,20000527,18221.96,167,20030110,298.68,14451.33
324.06,0,0,57.21,10200,서진플로렌스543,,0543,1,20160113,0,,0,도시형생활주택(단지형다세대),0,0,,22,0,0,7,0,0,0,,0005,,2,02000,공동주택,11470-100216465,,0.0,,0.0,0,1,신대장,,0,6,0,0,566.4,0,서울특별시 양천구 목동 543-5번지,20150710,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,77,11470,,20150714,999.02,13,20160108,176.38,999.02
6328.89,94.5,6,25.37,10200,목동금호베스트빌,,0549,8,20220222,0,,0,공동주택,0,0,,507,0,0,529,0,0,0,,0000,,6,02000,공동주택,11470-664,10201,111.0,114704142199,0.0,0,0,구대장,서울특별시 양천구 목동중앙북로8길 111,0,178,0,0,24950.2,0,서울특별시 양천구 목동 549번지,,,,,,,2,집합,1,총괄표제부,78,11470,,,78150.55,707,,236.5,59006.45
366.72,0,0,57.89,10200,행복공간,,0553,0,20180914,0,,0,도시형생활주택(단지형다세대),0,0,,24,0,0,9,0,0,0,,0018,,2,02000,공동주택,11470-100226429,,0.0,,0.0,0,1,신대장,,0,9,0,0,633.5,0,서울특별시 양천구 목동 553-18번지,20170413,1101,신축허가,3140176,건축과,2017,2,집합,1,총괄표제부,79,11470,,20170414,948.25,18,20171222,149.68,948.25
282.69,0,0,55.92,10200,목동달마을,,0554,0,20150122,0,,0,도시형생활주택(단지형 다세대주택),0,0,,20,0,257.32,10,0,0,0,,0002,,2,02000,공동주택,11470-100212187,,0.0,,0.0,0,1,신대장,,34.5,3,0,0,505.5,0,서울특별시 양천구 목동 554-2번지,20140611,1101,신축허가,3140176,건축과,2014,2,집합,1,총괄표제부,80,11470,,20140901,1010.75,13,20150119,199.95,1010.75
310.93,0,0,52.22,10200,삼성쉐르빌,,0555,2,20151219,0,,0,도시형생활주택단지형다세대(24),0,0,,24,0,0,0,0,0,0,,0007,,2,02000,공동주택,11470-100215965,,0.0,,0.0,0,1,신대장,,207.7,18,0,0,595.4,0,서울특별시 양천구 목동 555-7번지,20150420,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,81,11470,,20150430,1190.37,18,20151209,199.93,1190.37
710.38,0,0,0,10200,,,0557,0,20171205,0,,0,연립주택,0,0,,24,0,0,0,0,0,0,,0000,,3,02000,공동주택,11470-721,10201,32.0,114704142169,0.0,0,1,신대장,서울특별시 양천구 목동중앙본로28길 32,0,0,0,0,0,0,서울특별시 양천구 목동 557번지,,,,,,,2,집합,1,총괄표제부,82,11470,,,1679.84,0,,0,1483.31
617.52,0,0,0,10200,,,0558,0,20111021,0,,0,다세대주택,0,0,,19,0,0,0,0,0,0,,0000,,2,02000,공동주택,11470-45,10201,111.0,114704142185,0.0,0,1,신대장,서울특별시 양천구 목동중앙북로16길 111,0,0,0,0,0,0,서울특별시 양천구 목동 558번지,,,,,,,2,집합,1,총괄표제부,83,11470,,,1258.35,0,,0,1055.17
3871.31,292.25,4,24.85,10200,양동중학교,,0600,0,20100129,0,,0,교육연구시설,0,0,,0,0,0,0,0,0,0,,0006,,3,Z8000,교육연구및복지시설,11470-705,10201,49.0,114703114007,0.0,0,1,신대장,서울특별시 양천구 목동중앙북로 49,0,0,0,0,15580,0,서울특별시 양천구 목동 600-6번지,,,,,,,1,일반,1,총괄표제부,84,11470,,,11467.8,64,,72.27,11259.17
145.5,0,0,0,10200,,,0602,0,20111021,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0004,,2,01000,단독주택,11470-706,10201,33.0,114703114007,17.0,0,1,신대장,서울특별시 양천구 목동중앙북로 33-17,0,0,0,0,0,0,서울특별시 양천구 목동 602-4번지,,,,,,,1,일반,1,총괄표제부,85,11470,,,325.65,0,,0,275.25
265.06,0,0,0,10200,,,0603,0,20171118,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0008,,2,01000,단독주택,11470-46,,0.0,,0.0,0,1,신대장,,0,0,0,0,0,0,서울특별시 양천구 목동 603-8번지,,,,,,,1,일반,1,총괄표제부,86,11470,,,428.83,0,,0,358.71
156.43,0,0,0,10200,,,0606,0,20130723,0,,0,제1종근린생활시설,1,0,,0,0,0,0,0,0,0,,0003,,2,03000,제1종근린생활시설,11470-79,10201,238.0,114703005064,0.0,0,1,신대장,서울특별시 양천구 등촌로 238,0,0,0,0,0,0,서울특별시 양천구 목동 606-3번지,,,,,,,1,일반,1,총괄표제부,87,11470,,,479.57,0,,0,366.84
433.39,0,0,51.17,10200,파크아리온,,0607,5,20180914,0,,0,"근린생활시설,오피스텔 및 도시형주택",0,0,,27,0,743.89,20,336.12,32,0,,0022,,2,14000,업무시설,11470-100226888,,0.0,,0.0,0,1,신대장,,42.65,4,0,0,846.9,0,서울특별시 양천구 목동 607-22번지,20170126,1101,신축허가,3140176,건축과,2017,2,집합,1,총괄표제부,88,11470,,20170304,3930.07,56,20180209,359.48,3044.47
281.16,0,0,49.52,10200,이가채,,0621,2,20171118,0,,0,도시형생활주택-단지형다세대,0,0,,20,0,0,9,0,0,0,,0002,,2,02000,공동주택,11470-100205602,,0.0,,0.0,0,1,신대장,,0,7,0,0,567.8,0,서울특별시 양천구 목동 621-2번지,20130401,1101,신축허가,3140160,건축과,2013,2,집합,1,총괄표제부,89,11470,,20130408,1240.65,16,20130823,218.5,1240.65
353.09,0,0,50.81,10200,석경트라움,,0622,2,20171205,0,,0,도시형생활주택(단지형다세대),0,0,,28,0,234.2,11,0,0,0,,0006,,2,02000,공동주택,11470-100203065,,0.0,,0.0,0,1,신대장,,99.2,9,0,0,694.9,0,서울특별시 양천구 목동 622-6번지,20120612,1101,신축허가,3140160,건축과,2012,2,집합,1,총괄표제부,90,11470,,20120619,1319.11,20,20121204,189.87,1319.11
298.74,0,0,59.53,10200,도화위너스빌,,0622,0,20140902,0,,0,도시형생활주택(단지형 다세대주택),0,0,,18,0,273.1,14,0,0,0,,0017,,2,02000,공동주택,11470-100198196,,0.0,,0.0,0,1,신대장,,0,0,0,0,501.8,0,서울특별시 양천구 목동 622-17번지,20110616,1101,신축허가,3140136,건축과,2011,2,집합,1,총괄표제부,91,11470,,20110707,999.97,14,20111122,199.28,999.97
325.2,0,0,57.84,10200,명진하이트빌,,0624,2,20191112,0,,0,도시형생활주택(단지형다세대주택),0,0,,20,0,126.5,11,0,0,0,,0010,,2,02000,공동주택,11470-100233808,10201,44.0,114704142194,0.0,0,1,신대장,서울특별시 양천구 목동중앙북로6길 44,57.5,5,0,0,562.2,0,서울특별시 양천구 목동 624-10번지,20190314,1101,신축허가,3140231,건축과,2019,2,집합,1,총괄표제부,92,11470,,20190429,1123.62,16,20191106,199.86,1123.62
217.68,0,0,0,10200,,,0639,0,20130315,0,,0,다세대주택,0,0,,19,0,0,0,0,0,0,,0005,,2,02000,공동주택,11470-372,,0.0,,0.0,0,1,신대장,,0,0,0,0,0,0,서울특별시 양천구 목동 639-5번지,,,,,,,2,집합,1,총괄표제부,93,11470,,,1072.52,0,,0,854.84
428.03,0,0,39.97,10200,신성그리스도의교회,,0643,0,20170113,0,,0,"종교시설,다가구주택",0,0,,0,0,0,0,0,0,0,,0002,,2,06000,종교시설,11470-100223288,,0.0,,0.0,0,1,신대장,,0,8,0,0,1071,0,서울특별시 양천구 목동 643-2번지,,,,,,,1,일반,1,총괄표제부,94,11470,,,860.13,8,,63.49,679.93
140.09,0,0,0,10200,,,0646,0,20160416,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0024,,2,01000,단독주택,11470-96,,0.0,,0.0,0,1,신대장,,0,0,0,0,0,0,서울특별시 양천구 목동 646-24번지,,,,,,,1,일반,1,총괄표제부,95,11470,,,392.53,0,,0,280.18
399.81,0,0,0,10200,,,0657,0,20111021,0,,0,다세대주택,0,0,,19,0,0,0,0,0,0,,0008,,3,02000,공동주택,11470-722,10201,23.0,114704142135,0.0,0,1,신대장,서울특별시 양천구 목동중앙남로16라길 23,0,0,0,0,0,0,서울특별시 양천구 목동 657-8번지,,,,,,,2,집합,1,총괄표제부,96,11470,,,1599.24,0,,0,1199.43
688.08,0,0,0,10200,,,0657,0,20111021,0,,0,다세대주택,0,0,,18,0,0,0,0,0,0,,0012,,2,02000,공동주택,11470-723,10201,17.0,114704142135,0.0,0,1,신대장,서울특별시 양천구 목동중앙남로16라길 17,0,0,0,0,0,0,서울특별시 양천구 목동 657-12번지,,,,,,,2,집합,1,총괄표제부,97,11470,,,1319.88,0,,0,1213.92
703.34,0,0,45.53,10200,등촌빌딩,,0657,1,20120913,0,,0,"근린생활시설,업무시설",0,0,,0,0,295.16,8,0,0,0,,0021,,2,03000,제1종근린생활시설,11470-419,10201,172.0,114703005064,0.0,0,1,신대장,서울특별시 양천구 등촌로 172,238.55,10,0,0,1544.5,0,서울특별시 양천구 목동 657-21번지,19851008,,,,,,2,집합,1,총괄표제부,98,11470,,,2963.9,18,19860818,147.74,2281.96
4479.49,162.32,2,35.04,10200,성원아파트,,0709,16,20211109,0,,0,경사스라브,0,0,,423,0,0,377,0,0,0,,0002,,4,02000,공동주택,11470-666,10201,100.0,114703114004,0.0,0,0,구대장,서울특별시 양천구 목동중앙남로 100,0,119,0,0,12783.1,0,서울특별시 양천구 목동 709-2번지,,,,,,,2,집합,1,총괄표제부,99,11470,,,59209.65,496,,336.5,43015.13
411.86,0,0,0,10200,,,0713,0,20171118,0,,0,다세대주택,0,0,,17,0,0,0,0,0,0,,0002,,2,02000,공동주택,11470-1,10201,130.0,114703005064,0.0,0,1,신대장,서울특별시 양천구 등촌로 130,0,0,0,0,0,0,서울특별시 양천구 목동 713-2번지,,,,,,,2,집합,1,총괄표제부,100,11470,,,801.9,0,,0,627.99
381.64,0,0,49.26,10200,목동월드파크빌,,0713,1,20171219,0,,0,도시형생활주택(단지형다세대주택)및 업무시설(오피스텔),0,0,,28,21,0,5,0,13,0,,0011,,2,02000,공동주택,11470-100217965,,0.0,,0.0,0,1,신대장,,0,12,0,0,774.7,0,서울특별시 양천구 목동 713-11번지,20150511,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,101,11470,,20150821,2484.47,30,20160422,245.98,1905.61
321.38,0,0,49.94,10200,엠펠리체,,0713,2,20171118,0,,0,오피스텔및다세대주택,0,0,,24,0,643.54,16,0,0,0,,0014,,2,02000,공동주택,11470-100220667,,0.0,,0.0,0,1,신대장,,77.15,8,0,0,643.5,0,서울특별시 양천구 목동 713-14번지,20151221,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,102,11470,,20160211,2048.28,24,20160912,249.83,1607.68
241.36,0,0,0,10200,,,0715,0,20111021,0,,0,연립주택,0,0,,7,0,0,0,0,0,0,,0010,,2,02000,공동주택,11470-2,10201,9.0,114704142130,7.0,0,1,신대장,서울특별시 양천구 목동중앙남로14길 9-7,0,0,0,0,0,0,서울특별시 양천구 목동 715-10번지,,,,,,,2,집합,1,총괄표제부,103,11470,,,560.97,0,,0,482.72
266.69,0,0,57.27,10200,나린하우징7차,,0716,0,20200813,0,,0,도시형생활주택(단지형다세대),0,0,,16,0,0,7,0,0,0,,0002,,2,02000,공동주택,11470-100239888,10201,17.0,114704142129,0.0,0,1,신대장,서울특별시 양천구 목동중앙남로14가길 17,0,5,0,0,465.7,0,서울특별시 양천구 목동 716-2번지,20191230,1101,신축허가,3140231,건축과,2019,2,집합,1,총괄표제부,104,11470,,20200212,930.19,12,20200811,199.74,930.19
540.12,0,0,48.29,10200,예지팰리스92차,,0716,0,20180914,0,,0,도시형생활주택(단지형다세대),0,0,,30,0,0,16,0,0,0,,0015,,3,02000,공동주택,11470-100227609,10201,9.0,114704142130,14.0,0,1,신대장,서울특별시 양천구 목동중앙남로14길 9-14,0,8,0,0,1118.6,0,서울특별시 양천구 목동 716-15번지,20160930,1101,신축허가,3140176,건축과,2016,2,집합,1,총괄표제부,105,11470,,20161121,1977.44,24,20180426,176.78,1977.44
180.84,0,0,0,10200,,,0717,0,20111021,0,,0,다세대주택,0,0,,19,0,0,0,0,0,0,,0051,,2,02000,공동주택,11470-724,10201,19.0,114704142178,10.0,0,1,신대장,서울특별시 양천구 목동중앙본로7가길 19-10,0,0,0,0,0,0,서울특별시 양천구 목동 717-51번지,,,,,,,2,집합,1,총괄표제부,106,11470,,,899.88,0,,0,719.04
200.6,0,0,0,10200,,,0717,0,20111021,0,,0,다세대주택,0,0,,18,0,0,0,0,0,0,,0052,,2,02000,공동주택,11470-314,10201,19.0,114704142178,12.0,0,1,신대장,서울특별시 양천구 목동중앙본로7가길 19-12,0,0,0,0,0,0,서울특별시 양천구 목동 717-52번지,,,,,,,2,집합,1,총괄표제부,107,11470,,,919.94,0,,0,768.75
394.62,0,0,45.94,10200,목동토레스타워,,0721,0,20180914,0,,0,업무시설(오피스텔),0,0,,24,0,210.4,19,0,0,0,,0005,,2,02000,공동주택,11470-100226648,,0.0,,0.0,0,1,신대장,,174.7,15,0,0,859,0,서울특별시 양천구 목동 721-5번지,20161027,1101,신축허가,3140176,건축과,2016,2,집합,1,총괄표제부,108,11470,,20161212,2804.5,34,20180108,249.73,2145.16
542.74,0,0,56.56,10200,성은교회,,0721,0,20210112,0,,0,문화및집회시설(교회),1,0,,0,0,318.12,12,0,0,0,,0008,,2,06000,종교시설,11470-195,10201,30.0,114704142127,0.0,0,1,신대장,서울특별시 양천구 목동중앙남로11길 30,0,1,0,0,959.6,0,서울특별시 양천구 목동 721-8번지,,,,,,,1,일반,1,총괄표제부,109,11470,,,1995.2,13,,124.31,1192.88
950.04,4354.9,4,26.38,10200,세종그랑시아 아파트,,0722,1,20090320,0,,0,"공동주택(아파트),근린생활시설",0,0,,106,0,3975.72,97,0,0,0,,0005,,4,02000,공동주택,11470-424,10201,59.0,114704142139,0.0,0,1,신대장,서울특별시 양천구 목동중앙남로3가길 59,178,32,0,0,3601.1,0,서울특별시 양천구 목동 722-5번지,20000311,,,,,,2,집합,1,총괄표제부,110,11470,,20001209,16356.28,129,20030517,323.32,11643.23
88.21,0,0,42.23,10200,,,0723,0,20150801,0,,0,단독주택/제1종근린생활시설(소매점),0,0,,0,0,0,0,0,0,0,,0005,,2,01000,단독주택,11470-100214226,,0.0,,0.0,0,1,신대장,,0,0,0,0,208.9,0,서울특별시 양천구 목동 723-5번지,,,,,,,1,일반,1,총괄표제부,111,11470,,,114.98,0,,51.56,107.71
432.64,0,0,55.11,10200,한울타워팰리스,,0723,0,20120717,0,,0,도시형생활주택(다세대주택),0,0,,29,0,385.39,24,0,0,0,,0019,,3,02000,공동주택,11470-100201405,,0.0,,0.0,0,1,신대장,,0,0,0,0,785,0,서울특별시 양천구 목동 723-19번지,20111226,1101,신축허가,3140136,건축과,2011,2,집합,1,총괄표제부,112,11470,,20120213,1569.69,24,20120713,199.96,1569.69
319.68,0,0,55.92,10200,황금빌,,0724,3,20171205,0,,0,도시형생활주택(단지형다세대),0,0,,21,0,187.4,17,0,0,0,,0005,,2,02000,공동주택,11470-100225308,,0.0,,0.0,0,1,신대장,,0,0,0,0,571.7,0,서울특별시 양천구 목동 724-5번지,20161130,1101,신축허가,3140176,건축과,2016,2,집합,1,총괄표제부,113,11470,,20161205,1141.06,17,20170725,199.59,1141.06
366.16,0,0,48.49,10200,이가채,,0728,4,20140902,0,,0,도시형생활주택(단지형다세대),0,0,,28,0,0,7,0,0,0,,0011,,2,02000,공동주택,11470-100208785,,0.0,,0.0,0,1,신대장,,0,13,0,0,755.1,0,서울특별시 양천구 목동 728-11번지,20140228,1101,신축허가,3140176,건축과,2014,2,집합,1,총괄표제부,114,11470,,20140311,1318.82,20,20140710,174.66,1318.82
289.14,0,0,57.98,10200,미라벨,,0733,2,20171118,0,,0,도시형생활주택(단지형다세대),0,0,,22,0,0,10,0,0,0,,0004,,2,02000,공동주택,11470-100216950,,0.0,,0.0,0,1,신대장,,0,6,0,0,498.7,0,서울특별시 양천구 목동 733-4번지,20150821,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,115,11470,,20150903,938.63,16,20160216,188.24,938.63
401.04,0,0,0,10200,,,0734,0,20111021,0,,0,다세대주택,0,0,,16,0,0,0,0,0,0,,0004,,2,02000,공동주택,11470-103,10201,8.0,114704142139,10.0,0,1,신대장,서울특별시 양천구 목동중앙남로3가길 8-10,0,0,0,0,0,0,서울특별시 양천구 목동 734-4번지,,,,,,,2,집합,1,총괄표제부,116,11470,,,1056.32,0,,0,943.7
1394.1694,0,0,38.28,10200,목동길성그랑프리텔,,0739,6,20090512,0,,0,아파트,0,0,,121,0,1623.6726,85,0,0,0,,0005,,2,02000,공동주택,11470-418,10201,37.0,114704142179,20.0,0,1,신대장,서울특별시 양천구 목동중앙본로7길 37-20,0,19,0,0,3641.8,0,서울특별시 양천구 목동 739-5번지,20000318,,,,,,2,집합,1,총괄표제부,117,11470,,20001023,12860.9207,104,20030111,278.48,10141.8369
171.98,0,0,0,10200,,,0743,0,20111021,0,,0,다세대주택,0,0,,14,0,0,0,0,0,0,,0016,,2,02000,공동주택,11470-725,10201,86.0,114704142151,0.0,0,1,신대장,서울특별시 양천구 목동중앙로3길 86,0,0,0,0,0,0,서울특별시 양천구 목동 743-16번지,,,,,,,2,집합,1,총괄표제부,118,11470,,,597.9,0,,0,424.72
263.88,0,0,55.552,10200,,,0744,1,20180620,0,,0,도시형생활주택(단지형다세대주택),0,0,,18,0,103.5,9,0,0,0,,0009,,2,02000,공동주택,11470-100228028,10201,46.0,114704142177,0.0,0,1,신대장,서울특별시 양천구 목동중앙본로5길 46,57.5,5,0,0,475,0,서울특별시 양천구 목동 744-9번지,20170811,1101,신축허가,3140176,건축과,2017,2,집합,1,총괄표제부,119,11470,,20171031,944.57,14,20180619,198.86,944.57
186.15,0,0,0,10200,,,0746,0,20111021,0,,0,단독주택,3,0,,0,0,0,0,0,0,0,,0027,,3,01000,단독주택,11470-98,10201,8.0,114704142163,11.0,0,1,신대장,서울특별시 양천구 목동중앙본로1길 8-11,0,0,0,0,0,0,서울특별시 양천구 목동 746-27번지,,,,,,,1,일반,1,총괄표제부,120,11470,,,498.55,0,,0,415.02
150.64,0,0,0,10200,,,0748,0,20111021,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0011,,2,01000,단독주택,11470-99,10201,20.0,114704142176,0.0,0,1,신대장,서울특별시 양천구 목동중앙본로3길 20,0,0,0,0,0,0,서울특별시 양천구 목동 748-11번지,,,,,,,1,일반,1,총괄표제부,121,11470,,,330.03,0,,0,299.11
1868.47,637.98,3,30.16,10200,극동늘푸른아파트,,0752,5,20171118,0,,0,"공동주택(아파트), 부대시설",0,0,,206,0,1932,168,0,0,0,,0001,,5,02000,공동주택,11470-667,10201,10.0,114703114006,0.0,0,0,구대장,서울특별시 양천구 목동중앙본로 10,506,44,0,0,6193.8,0,서울특별시 양천구 목동 752-1번지,,,,,,,2,집합,1,총괄표제부,122,11470,,,28282.32,212,,344.67,21348.51
3649.38,48,2,24.03,10200,서울정목초등학교,,0757,7,20220519,0,,0,교육연구및복지시설,0,0,,0,0,3356,100,0,0,0,,0001,,3,10000,교육연구시설,11470-296,10201,30.0,114704142151,10.0,0,1,신대장,서울특별시 양천구 목동중앙로3길 30-10,495,43,0,0,15184.4,0,서울특별시 양천구 목동 757-1번지,,,,,,,1,일반,1,총괄표제부,123,11470,,,15800.47,143,20050718,71.68,10884.05
164.34,0,0,0,10200,,,0762,0,20171118,0,,0,다세대주택,0,0,,16,0,0,0,0,0,0,,0005,,2,02000,공동주택,11470-726,10201,75.0,114703114005,0.0,0,1,신대장,서울특별시 양천구 목동중앙로 75,0,0,0,0,0,0,서울특별시 양천구 목동 762-5번지,,,,,,,2,집합,1,총괄표제부,124,11470,,,657.36,0,,0,493.02
163.86,0,0,0,10200,,,0762,0,20111021,0,,0,다세대주택,0,0,,16,0,0,0,0,0,0,,0009,,2,02000,공동주택,11470-727,10201,73.0,114703114005,1.0,0,1,신대장,서울특별시 양천구 목동중앙로 73-1,0,0,0,0,0,0,서울특별시 양천구 목동 762-9번지,,,,,,,2,집합,1,총괄표제부,125,11470,,,655.44,0,,0,491.58
1481.57,67.5,1,32.56,10200,목동성원아파트,,0763,2,20111021,0,,0,"공동주택, 근린생활시설",0,0,,155,0,6575.66,164,0,0,0,,0001,,3,02000,공동주택,11470-668,10201,67.0,114703114005,0.0,0,0,구대장,서울특별시 양천구 목동중앙로 67,207,18,0,0,4549,0,서울특별시 양천구 목동 763-1번지,,,,,,,2,집합,1,총괄표제부,126,11470,,,22552.92,182,,335.14,15245.92
955.95,0,3,26.24,10200,금호아파트,,0768,0,20171205,0,,0,"아파트, 상가",0,0,,103,0,759,66,0,0,0,,0005,,1,02000,공동주택,11470-669,10201,11.0,114704142140,0.0,0,0,구대장,서울특별시 양천구 목동중앙남로3길 11,230,20,0,0,3643.2,0,서울특별시 양천구 목동 768-5번지,,,,,,,2,집합,1,총괄표제부,127,11470,,,12680.93,86,,261.74,9535.85
